record_id,institution_id,course_id,student_id,instructor_id,survey_rating,instructor_eval_score,LMS_logins,LMS_time_spent_minutes,assignments_submitted,attendance_percent,observation_rating,feedback_text,target_quality_label
496,7,AUT-101,1855,383,2,1,27,301.89287751183485,7,85.98472857304188,1,The class was engaging and clear.,2
497,9,MECH-303,4244,376,1,4,14,186.2226510802137,3,54.71201752386237,4,Needs more hands-on practice.,2
498,4,AUT-101,3514,206,2,4,22,173.2712618988245,4,81.6883829899248,4,Excellent instructor with clear examples.,1
499,4,ELEC-202,3628,245,5,1,22,217.30568934006268,6,64.31830339435793,3,Very informative and well-structured.,0
500,6,MECH-303,2439,198,3,1,19,253.89355279137368,7,88.21221106099058,3,Needs more hands-on practice.,2
501,3,MECH-303,3987,474,3,3,14,253.5049242413637,4,76.98079253009185,2,The class was engaging and clear.,1
502,6,MECH-303,3496,172,5,5,19,208.33907222012488,8,56.45183939052183,2,Needs more hands-on practice.,1
503,7,MECH-303,3134,221,3,3,26,216.95445804023925,9,76.3259723866618,5,Very informative and well-structured.,1
504,3,ELEC-202,3148,129,4,1,19,217.02690286862116,3,69.78684316833593,1,Needs more hands-on practice.,1
505,7,MECH-303,2031,287,2,4,24,146.10635931859375,3,59.01779841408259,2,The class was engaging and clear.,1
506,3,ELEC-202,1844,463,1,3,12,251.20367208830484,7,92.07578620310616,3,Very informative and well-structured.,2
507,2,ELEC-202,4271,453,5,5,19,137.10717839396665,0,50.55142242495681,4,Very informative and well-structured.,1
508,4,ELEC-202,4576,387,4,3,22,146.2000662107604,7,65.6064138439053,5,Needs more hands-on practice.,2
509,8,ELEC-202,1086,294,1,2,20,202.75135422607326,4,50.629751908471334,2,Very informative and well-structured.,1
510,9,AUT-101,3090,255,1,3,16,184.00701329272292,0,54.800347325307634,4,Needs more hands-on practice.,1
511,7,AUT-101,4456,271,5,1,24,239.80786996877248,3,64.85481095865406,4,Excellent instructor with clear examples.,2
512,1,MECH-303,4692,434,4,4,16,222.36763363350903,1,52.71355926946868,2,Very informative and well-structured.,1
513,3,AUT-101,4506,140,1,4,11,206.91006935353462,3,79.83152661785707,1,Needs more hands-on practice.,1
514,9,AUT-101,1407,162,1,1,19,143.72330020139748,7,54.34314539930914,1,Excellent instructor with clear examples.,1
515,1,MECH-303,4554,122,4,2,30,201.3280052431701,4,85.08568170330476,5,Very informative and well-structured.,1
516,9,MECH-303,3711,459,3,1,19,197.3744265439292,0,52.63210563135806,1,Excellent instructor with clear examples.,2
517,8,MECH-303,4088,174,1,3,18,211.1093368451085,6,52.96544474005484,5,Very informative and well-structured.,1
518,1,AUT-101,2668,147,2,1,23,178.49809972861812,0,65.26629495166331,3,The class was engaging and clear.,2
519,6,AUT-101,1147,259,4,1,11,226.14087689967715,8,94.82857624846388,2,The class was engaging and clear.,0
520,5,MECH-303,3324,412,1,2,22,182.67194811465666,2,82.06966243616583,4,Needs more hands-on practice.,1
521,6,ELEC-202,1231,217,5,3,20,221.4556732564556,2,88.50656459644597,5,Too fast-paced and hard to follow.,2
522,5,MECH-303,4897,199,2,5,18,239.80237870428755,5,57.0776054738553,1,The class was engaging and clear.,2
523,6,ELEC-202,2950,479,1,5,22,173.27022506738132,9,91.7062716623623,5,Too fast-paced and hard to follow.,0
524,5,ELEC-202,1365,266,2,4,16,161.39207649092575,5,50.40731240971176,5,Excellent instructor with clear examples.,1
525,5,MECH-303,4299,389,2,1,20,223.81830782346697,5,60.652867536650305,1,Excellent instructor with clear examples.,1
526,4,MECH-303,2674,255,3,4,22,133.94501596427853,0,80.80461605749967,1,Too fast-paced and hard to follow.,1
527,3,MECH-303,1435,106,2,2,21,255.5832377446031,4,68.76232042970251,2,Needs more hands-on practice.,2
528,3,AUT-101,1398,295,3,5,26,200.54813085584874,5,99.20966958592817,4,Very informative and well-structured.,2
529,4,ELEC-202,2234,155,4,1,19,194.26207990508175,7,51.51696234091591,2,Too fast-paced and hard to follow.,1
530,9,AUT-101,2414,420,3,2,19,227.3007959175613,0,99.92990839682716,2,Too fast-paced and hard to follow.,2
531,2,AUT-101,3546,292,5,2,20,224.19772602110484,4,81.18139164306581,1,Too fast-paced and hard to follow.,1
532,9,MECH-303,3587,146,1,1,20,200.32590374894536,2,77.93534972980483,1,Too fast-paced and hard to follow.,0
533,1,AUT-101,1562,247,4,2,19,243.9308205300957,1,52.975622128198715,4,Too fast-paced and hard to follow.,1
534,1,MECH-303,4562,374,4,1,25,166.3805847324874,7,63.66644383329454,5,Needs more hands-on practice.,2
535,5,ELEC-202,3489,256,5,1,23,235.61782466468128,6,96.23313441457978,2,The class was engaging and clear.,2
536,6,MECH-303,2284,301,3,3,23,146.06882641654624,9,67.71230015946222,4,Very informative and well-structured.,1
537,6,AUT-101,1772,225,1,4,24,225.5324495532567,6,83.08266002336255,2,The class was engaging and clear.,1
538,3,AUT-101,3397,494,3,2,12,183.60633517665215,4,99.97481752093609,5,Too fast-paced and hard to follow.,2
539,7,MECH-303,3037,404,2,2,18,134.44569688154047,8,63.15348569167706,2,The class was engaging and clear.,1
540,9,MECH-303,4423,468,3,3,21,212.83214085721863,4,78.80404395072469,3,Needs more hands-on practice.,1
541,8,AUT-101,3567,393,4,3,24,198.27867534246354,1,84.82188963511067,4,Excellent instructor with clear examples.,2
542,6,ELEC-202,2343,163,1,3,22,122.86372452589357,2,58.23136232827076,1,The class was engaging and clear.,2
543,8,ELEC-202,3185,424,3,5,22,94.31672287201347,3,57.4336281848091,2,Very informative and well-structured.,1
544,5,MECH-303,2573,491,1,5,30,192.38680832912524,4,72.81539558290866,4,Needs more hands-on practice.,1
545,8,ELEC-202,4694,275,1,5,16,280.91129803509136,2,69.29062608796447,4,Excellent instructor with clear examples.,1
546,4,AUT-101,1991,215,2,1,24,216.05075041029554,6,85.71077184286568,2,Needs more hands-on practice.,0
547,8,MECH-303,3415,303,2,2,22,166.58483816427778,4,53.47543857242931,1,Too fast-paced and hard to follow.,2
548,2,AUT-101,4291,420,4,4,20,254.09347578439284,4,98.60833118703452,1,Excellent instructor with clear examples.,1
549,5,AUT-101,4408,130,5,1,16,245.36118089372792,5,50.71384908429162,2,Very informative and well-structured.,2
550,9,ELEC-202,2246,487,1,2,24,263.5789538994693,6,80.06584121680756,4,Excellent instructor with clear examples.,0
551,4,MECH-303,4719,212,5,2,27,234.19488821713534,9,78.13162979336941,1,Very informative and well-structured.,1
552,6,MECH-303,4839,464,4,3,18,244.2951161555604,9,56.735786543486284,2,Too fast-paced and hard to follow.,0
553,1,ELEC-202,1359,424,1,3,20,236.5554265506282,7,57.54579913567649,2,Very informative and well-structured.,2
554,9,AUT-101,1920,475,1,1,28,176.12475262917863,8,89.63387438973135,2,Needs more hands-on practice.,1
555,1,AUT-101,3376,443,5,3,27,118.13596302982023,3,94.37812292063415,4,The class was engaging and clear.,1
556,5,AUT-101,4009,166,3,2,25,173.9432302103474,4,64.15084829418848,1,Needs more hands-on practice.,0
557,4,AUT-101,3510,174,2,3,17,255.2468488500677,4,71.89819819812843,4,Needs more hands-on practice.,1
558,3,MECH-303,3993,144,3,5,16,180.94945819527143,7,67.74975205191768,3,Excellent instructor with clear examples.,0
559,6,MECH-303,1962,359,5,3,16,192.7270474446322,8,53.6273506493326,1,Too fast-paced and hard to follow.,1
560,2,ELEC-202,4632,253,2,2,22,141.71075334267775,6,83.66021230079048,4,The class was engaging and clear.,1
561,3,ELEC-202,2827,254,3,1,20,172.44552139203884,4,91.25964674028451,1,Very informative and well-structured.,1
562,5,MECH-303,4453,462,2,4,12,199.54554166082872,2,65.24396786956035,3,Excellent instructor with clear examples.,1
563,9,MECH-303,3883,333,1,3,18,224.62810889293766,0,99.50878968153592,5,Too fast-paced and hard to follow.,1
564,2,AUT-101,2613,150,3,2,20,177.0669516412167,8,53.792577864117746,2,The class was engaging and clear.,1
565,8,AUT-101,2640,405,2,4,13,173.57312871911506,4,83.08953569072605,4,Needs more hands-on practice.,1
566,2,ELEC-202,3216,361,2,4,19,242.10877825744342,8,72.41140072630445,3,Too fast-paced and hard to follow.,0
567,5,MECH-303,1216,414,2,5,25,216.2633263219112,9,72.33009505533279,3,Too fast-paced and hard to follow.,2
568,7,ELEC-202,1377,224,3,4,13,222.4336232596075,3,72.88228080167701,1,Too fast-paced and hard to follow.,1
569,8,MECH-303,1118,498,4,2,15,276.41602930341855,4,62.93408869007142,1,Needs more hands-on practice.,0
570,1,AUT-101,1189,344,3,2,18,174.74628057948212,3,85.77814136661162,2,Very informative and well-structured.,0
571,6,ELEC-202,3814,129,5,3,16,197.54904147591824,1,86.07882630425135,1,Excellent instructor with clear examples.,2
572,1,ELEC-202,1369,221,3,3,15,227.55798872115733,0,64.11985550529135,4,Very informative and well-structured.,2
573,2,MECH-303,2801,224,2,3,20,156.4246319170993,7,91.76532304292252,4,The class was engaging and clear.,1
574,1,AUT-101,3196,136,1,4,19,211.45248691260593,3,65.8422471825165,4,Excellent instructor with clear examples.,1
575,5,ELEC-202,4747,269,3,4,15,201.109824862955,4,86.25465619932712,5,The class was engaging and clear.,1
576,9,AUT-101,1651,223,3,5,19,338.86497057845617,5,56.04998837560332,4,Needs more hands-on practice.,2
577,6,ELEC-202,2882,456,2,3,16,204.99347508325368,7,58.43508214018728,1,Very informative and well-structured.,2
578,1,AUT-101,2511,134,1,1,26,257.8469882782166,7,65.78978222541255,1,Too fast-paced and hard to follow.,1
579,1,MECH-303,1769,186,1,5,16,241.49716069234213,6,79.69368838339307,4,Excellent instructor with clear examples.,2
580,2,ELEC-202,3421,233,5,1,25,142.17191984295062,3,82.27557427393496,3,Too fast-paced and hard to follow.,2
581,9,ELEC-202,1780,295,3,4,20,122.55880810196501,5,69.81780859837374,3,The class was engaging and clear.,1
582,3,AUT-101,2716,373,1,5,12,212.3507302683147,3,53.8919576555257,3,Too fast-paced and hard to follow.,1
583,1,AUT-101,3207,300,1,5,13,262.8667331073477,6,68.68173260463621,2,Too fast-paced and hard to follow.,0
584,5,ELEC-202,3398,468,4,2,16,214.39574097815873,0,84.43837579795758,5,Needs more hands-on practice.,0
585,7,MECH-303,4983,384,4,4,20,203.94259020085872,4,83.54977305651579,4,Needs more hands-on practice.,2
586,6,AUT-101,2311,176,1,4,17,185.7956673525375,9,58.00982066027214,2,Very informative and well-structured.,1
587,1,AUT-101,4359,158,5,5,15,133.8019376701798,9,50.389198513448356,3,The class was engaging and clear.,2
588,5,AUT-101,3939,225,1,4,17,151.9739641205494,3,87.64908086480584,4,Needs more hands-on practice.,2
589,5,ELEC-202,2249,208,2,5,22,118.8843155580151,6,55.31840831926218,2,Needs more hands-on practice.,0
590,6,ELEC-202,1522,323,3,2,19,144.84767004433743,8,54.117457198214275,1,Very informative and well-structured.,1
591,3,ELEC-202,1521,377,5,5,15,173.69958812853247,4,50.135060841708174,3,Excellent instructor with clear examples.,2
592,5,ELEC-202,1782,167,2,4,21,238.8008010758493,3,71.63006629784635,2,Very informative and well-structured.,2
593,7,MECH-303,3320,168,5,4,15,177.74663696022012,8,75.16319504504072,1,Too fast-paced and hard to follow.,2
594,5,MECH-303,1935,264,2,5,24,212.78128927748588,4,81.88320230742953,3,Too fast-paced and hard to follow.,1
595,5,ELEC-202,4473,404,3,5,19,206.76146055883407,8,64.8031920356293,5,Needs more hands-on practice.,1
596,5,MECH-303,3230,496,3,5,16,224.9524417741487,7,85.521235819339,3,Needs more hands-on practice.,1
597,3,AUT-101,2688,261,4,3,24,148.25925342413706,3,58.46659287034708,5,Very informative and well-structured.,2
598,1,AUT-101,1487,464,2,4,20,252.9596857561774,6,91.59950265551737,5,Very informative and well-structured.,1
599,5,AUT-101,2850,441,4,4,24,129.64115075232036,4,78.59241644452229,5,The class was engaging and clear.,2
600,9,ELEC-202,1845,408,2,3,17,177.60933988066964,9,79.19449116860243,4,Too fast-paced and hard to follow.,1
601,1,AUT-101,3171,478,4,5,19,198.95472961117108,3,60.488770688955405,4,Very informative and well-structured.,2
602,3,MECH-303,4032,442,3,2,20,238.00724240748735,4,53.705437465019415,5,Excellent instructor with clear examples.,1
603,4,ELEC-202,4697,486,5,5,27,268.9654667775377,4,73.23624015403357,1,The class was engaging and clear.,1
604,1,MECH-303,3837,141,4,5,10,238.4015760064195,8,80.78059759611794,5,Very informative and well-structured.,1
605,1,AUT-101,3461,453,2,3,14,270.79581787279295,8,54.75232293308428,2,Needs more hands-on practice.,1
606,8,AUT-101,3003,208,2,4,23,158.54120352463477,5,97.52672372640833,5,Very informative and well-structured.,1
607,2,AUT-101,2748,150,3,5,16,259.51852400356046,3,99.02071801164034,4,Needs more hands-on practice.,0
608,8,ELEC-202,4243,349,2,4,20,250.93283649566504,1,77.2728347696246,4,Needs more hands-on practice.,0
609,7,MECH-303,4359,440,1,1,18,80.18624714871683,2,97.50345776367031,2,Too fast-paced and hard to follow.,1
610,2,ELEC-202,4506,482,5,4,20,188.9767878052862,1,58.972261879042655,2,Too fast-paced and hard to follow.,2
611,6,ELEC-202,1685,120,4,2,21,230.10187116908912,4,51.27103425897624,3,Very informative and well-structured.,1
612,6,AUT-101,3160,399,5,2,26,174.22930672772807,5,51.970476764519496,1,Very informative and well-structured.,0
613,3,ELEC-202,3935,238,3,5,18,145.70874138518818,4,79.37562397133895,1,Excellent instructor with clear examples.,2
614,2,ELEC-202,4988,458,4,4,15,305.7087608970937,1,53.08209417184118,1,The class was engaging and clear.,1
615,1,AUT-101,3169,423,4,5,17,205.55200754854533,4,97.92728034120435,4,The class was engaging and clear.,2
616,6,ELEC-202,2567,484,1,3,18,206.92027170770305,8,57.09666053796993,1,Very informative and well-structured.,1
617,5,AUT-101,2245,191,3,2,31,134.5502942562467,3,65.23614030264893,3,Too fast-paced and hard to follow.,0
618,9,AUT-101,4702,379,2,5,23,169.38195021018805,9,91.12589009991743,3,Excellent instructor with clear examples.,1
619,1,AUT-101,1038,224,1,3,18,155.10796853140485,1,60.93701615520465,1,The class was engaging and clear.,1
620,7,AUT-101,3544,496,1,5,22,253.94876150696516,2,62.14842292272853,2,Very informative and well-structured.,0
621,5,ELEC-202,1779,210,5,4,20,225.23168104630258,2,82.11544778955091,3,Too fast-paced and hard to follow.,0
622,5,AUT-101,2256,453,5,4,23,171.4718153596735,8,63.80430442446311,2,Too fast-paced and hard to follow.,0
623,2,AUT-101,3990,238,5,4,18,228.02501193331074,3,60.87238170038501,4,Too fast-paced and hard to follow.,1
624,3,ELEC-202,4601,372,1,4,18,187.32399271294614,0,62.708885715282875,3,Needs more hands-on practice.,1
625,7,ELEC-202,3196,198,2,1,12,211.7245358989271,0,74.53237496703633,2,Too fast-paced and hard to follow.,1
626,6,MECH-303,4468,351,4,3,21,211.48819435928533,6,98.3049936365741,1,Very informative and well-structured.,0
627,2,ELEC-202,4069,437,5,3,23,221.01336052397994,6,91.61189707806142,4,Excellent instructor with clear examples.,1
628,6,ELEC-202,3708,203,2,4,19,214.9825961698373,1,64.23051322800886,5,Very informative and well-structured.,1
629,2,MECH-303,4709,313,3,1,17,221.05248255824543,8,68.16866042490489,5,Too fast-paced and hard to follow.,1
630,2,ELEC-202,2927,348,5,4,27,262.7904155242787,8,73.22561252520387,1,Excellent instructor with clear examples.,0
631,2,ELEC-202,1301,251,4,1,21,232.0281376536762,4,98.94648235084952,4,The class was engaging and clear.,0
632,3,ELEC-202,4431,349,3,4,22,183.154911863702,2,58.61952341678578,4,The class was engaging and clear.,1
633,2,ELEC-202,3285,374,3,2,16,195.10236270074125,2,67.87415517459414,4,Very informative and well-structured.,0
634,4,MECH-303,1646,264,4,2,25,261.50852939985333,2,86.47130469913574,4,Excellent instructor with clear examples.,1
635,9,ELEC-202,1662,440,5,5,20,205.62112274741074,5,98.19718671344717,5,Very informative and well-structured.,1
636,6,ELEC-202,3283,107,1,4,19,181.299079132145,3,57.78376063821189,2,Excellent instructor with clear examples.,1
637,1,MECH-303,2759,383,4,3,28,168.4430828934982,7,61.36899770971729,4,Excellent instructor with clear examples.,1
638,8,AUT-101,3250,104,4,5,15,213.65190540831236,4,61.28473371952151,2,Very informative and well-structured.,1
639,7,MECH-303,1255,244,4,2,10,157.2571598727212,0,51.046601474603676,4,Excellent instructor with clear examples.,1
640,3,AUT-101,1597,200,3,4,28,264.2397711917153,8,80.20578124904748,3,Too fast-paced and hard to follow.,2
641,1,MECH-303,1661,263,2,5,18,148.10908231214603,0,83.53515370729468,3,Excellent instructor with clear examples.,2
642,5,MECH-303,1234,473,1,4,25,273.90338627597106,5,80.12629450626267,3,Excellent instructor with clear examples.,1
643,4,ELEC-202,2368,246,5,2,22,185.73848420637756,0,53.56614947064072,4,Very informative and well-structured.,1
644,8,AUT-101,3581,163,5,5,19,146.16313231861722,2,53.46150628728159,2,The class was engaging and clear.,1
645,1,ELEC-202,3907,190,2,2,17,209.4587869282688,9,60.5193277247062,5,Needs more hands-on practice.,2
646,1,AUT-101,4868,216,4,1,34,152.34804208928554,4,64.51472578494574,1,Excellent instructor with clear examples.,0
647,4,MECH-303,4852,453,1,2,19,201.71858805151302,9,89.32718279550237,5,Needs more hands-on practice.,2
648,8,MECH-303,4537,366,5,4,20,171.12282342003337,6,57.969513287446055,4,Excellent instructor with clear examples.,1
649,5,AUT-101,1769,409,5,3,19,247.25366339345456,9,52.204610819876606,3,Very informative and well-structured.,1
650,2,ELEC-202,3588,272,4,2,22,206.8374804968816,7,69.69937538565276,3,Very informative and well-structured.,0
651,6,ELEC-202,1212,146,2,3,16,140.57495839627325,8,70.81960850709602,2,Excellent instructor with clear examples.,1
652,5,ELEC-202,1462,239,1,1,18,170.14817297869973,5,72.54536690944771,4,Very informative and well-structured.,1
653,2,ELEC-202,3483,345,2,5,23,235.24736247965646,8,91.34517720134843,5,Very informative and well-structured.,0
654,3,MECH-303,1282,248,2,5,26,264.3546051895238,7,54.90027074354708,4,Excellent instructor with clear examples.,1
655,9,MECH-303,4633,345,1,3,23,197.7362596266158,8,85.1971041210981,4,The class was engaging and clear.,2
656,7,MECH-303,4678,494,1,5,14,147.7801719065548,9,66.89727855226454,3,Excellent instructor with clear examples.,1
657,7,MECH-303,2486,104,5,2,27,252.7018155425444,3,65.49900682177349,5,The class was engaging and clear.,1
658,6,MECH-303,2430,283,5,3,14,235.02818374466875,8,96.62715630429899,1,Very informative and well-structured.,0
659,8,ELEC-202,1087,119,1,4,25,265.32697921512744,6,62.4234262208371,3,The class was engaging and clear.,2
660,4,ELEC-202,2067,145,3,2,20,214.51045592106533,4,82.12659176696832,5,Very informative and well-structured.,2
661,8,ELEC-202,1460,111,5,2,12,173.97015421015536,4,63.7563878688046,2,The class was engaging and clear.,1
662,4,ELEC-202,3325,169,3,2,23,225.84442426977898,0,75.35719413201926,3,The class was engaging and clear.,1
663,8,MECH-303,4754,116,1,4,16,216.31646117207907,1,89.3146446298139,2,Excellent instructor with clear examples.,1
664,9,MECH-303,3468,470,5,1,16,171.25631540769825,9,94.08612617581304,3,The class was engaging and clear.,1
665,3,MECH-303,2724,246,2,5,33,209.93192919237032,2,91.93486201475253,4,Very informative and well-structured.,1
666,3,AUT-101,2376,253,1,3,29,190.24870555889768,7,79.10903680723199,5,Excellent instructor with clear examples.,2
667,2,ELEC-202,3743,403,4,1,21,237.17689224918402,5,62.44081576691111,2,The class was engaging and clear.,1
668,3,ELEC-202,1514,207,3,3,32,224.60034551577175,9,83.06166916309328,3,Excellent instructor with clear examples.,1
669,3,MECH-303,1702,335,1,5,20,147.42043033594052,4,85.4952522889804,2,Needs more hands-on practice.,1
670,5,ELEC-202,2653,407,1,4,17,142.37887103195047,0,50.53459950567507,3,Excellent instructor with clear examples.,2
671,5,ELEC-202,3066,451,5,2,21,195.50944132132233,8,71.96052554659373,3,Needs more hands-on practice.,0
672,2,MECH-303,1022,169,5,2,22,201.64096426896577,2,92.16310214108822,1,Needs more hands-on practice.,1
673,6,AUT-101,3460,282,5,4,24,238.04883870459133,2,74.47937981215237,1,Excellent instructor with clear examples.,1
674,5,AUT-101,2053,349,4,1,18,225.66519552809444,1,65.56877210816606,1,Very informative and well-structured.,1
675,6,AUT-101,2830,327,5,1,20,272.9342821606371,3,93.58988855123314,2,Very informative and well-structured.,2
676,1,MECH-303,3155,201,1,3,16,176.6403267862285,1,57.79403487649029,4,Very informative and well-structured.,0
677,5,ELEC-202,4438,174,5,4,12,173.78569652863965,8,60.32226162081002,3,Too fast-paced and hard to follow.,2
678,9,MECH-303,2304,315,2,1,24,152.0092997177478,9,84.36861834680667,5,Needs more hands-on practice.,0
679,2,MECH-303,4199,498,5,4,17,237.470355738754,6,67.62179707632875,1,Excellent instructor with clear examples.,0
680,1,ELEC-202,4300,302,4,5,14,201.08760920079803,7,85.65084178668894,2,Very informative and well-structured.,2
681,9,AUT-101,2134,291,2,2,28,107.31982415191769,2,57.885181062974596,2,Very informative and well-structured.,1
682,9,AUT-101,3183,348,1,2,20,210.10826888539464,5,62.61345448004229,2,Excellent instructor with clear examples.,1
683,9,MECH-303,1361,341,1,2,25,213.29850839085356,9,57.83236891818167,5,Needs more hands-on practice.,1
684,6,AUT-101,4257,278,3,4,17,192.78265286260782,5,97.64551567817549,5,Excellent instructor with clear examples.,1
685,8,MECH-303,4727,318,2,4,24,214.8327426479209,0,70.27019804254621,1,Too fast-paced and hard to follow.,1
686,1,MECH-303,4655,181,3,3,19,138.98821503871397,5,66.8609954955113,5,Too fast-paced and hard to follow.,2
687,4,ELEC-202,3176,191,2,2,23,282.05159170500133,2,50.71010780853823,1,Excellent instructor with clear examples.,2
688,1,ELEC-202,2899,274,2,3,17,219.01297130379615,2,57.67087897054437,5,Needs more hands-on practice.,1
689,8,ELEC-202,2284,338,4,2,18,111.31505584606889,2,71.05679281212497,5,Very informative and well-structured.,1
690,1,MECH-303,1514,359,3,3,9,199.70514503349455,9,53.42513962859471,5,Too fast-paced and hard to follow.,1
691,3,ELEC-202,1448,490,4,3,19,220.33600998260573,9,75.53696647531085,1,Too fast-paced and hard to follow.,1
692,4,AUT-101,2923,464,2,5,19,144.35339625384756,7,72.75077192322239,3,Needs more hands-on practice.,0
693,8,AUT-101,4175,262,1,3,21,226.6815139506719,4,88.3584070172176,1,Too fast-paced and hard to follow.,1
694,6,MECH-303,2506,147,2,4,15,284.0462811504333,3,82.99013507001584,3,Too fast-paced and hard to follow.,0
695,7,MECH-303,2247,428,4,3,18,167.78154697252353,8,72.29736526602869,2,Needs more hands-on practice.,0
696,8,ELEC-202,2855,427,3,2,20,221.4219347934972,8,61.23303500525357,2,Excellent instructor with clear examples.,0
697,2,MECH-303,1873,215,3,3,24,210.42992994960986,0,86.34317830089032,1,Very informative and well-structured.,1
698,8,MECH-303,4937,436,4,1,24,248.41449999061908,1,85.39310517271021,3,Very informative and well-structured.,2
699,3,AUT-101,4562,436,3,2,11,194.5579047687929,7,57.66480802576937,3,Too fast-paced and hard to follow.,1
700,7,AUT-101,3520,468,5,1,27,146.66416868190655,4,95.73759157127014,3,Very informative and well-structured.,1
701,3,ELEC-202,4081,324,1,2,20,245.20911234873532,6,53.220255800752156,2,Excellent instructor with clear examples.,0
702,7,MECH-303,2428,451,1,4,15,149.63697046399284,0,52.75188544463581,1,Too fast-paced and hard to follow.,1
703,2,MECH-303,4967,427,1,4,16,290.44306889464724,9,59.36752088312135,4,Very informative and well-structured.,1
704,6,AUT-101,3349,246,3,4,26,228.03846745075836,4,95.47303990243856,3,The class was engaging and clear.,1
705,3,MECH-303,3278,162,3,1,12,170.05536316923173,2,75.99990620184609,3,The class was engaging and clear.,2
706,3,AUT-101,2754,393,2,5,22,255.4325806253129,9,89.39704603364501,4,The class was engaging and clear.,0
707,9,ELEC-202,1922,422,2,2,17,199.54054829845572,1,61.39215940382503,1,The class was engaging and clear.,1
708,7,AUT-101,4137,424,1,4,20,188.92972195029884,1,74.51109873268705,3,The class was engaging and clear.,1
709,5,MECH-303,3984,112,5,2,23,165.95653119511175,8,67.91447318119411,1,Too fast-paced and hard to follow.,2
710,7,ELEC-202,3159,288,2,1,22,106.09105002340813,3,91.39143035330963,3,Needs more hands-on practice.,2
711,9,AUT-101,2036,386,2,5,20,230.21962851834135,3,51.13022196796133,5,Needs more hands-on practice.,2
712,1,AUT-101,2416,307,3,1,28,118.59366190911965,6,62.19213649830527,3,Too fast-paced and hard to follow.,1
713,7,ELEC-202,3547,213,5,2,19,160.3352834074311,9,57.62871121511894,5,Too fast-paced and hard to follow.,2
714,6,ELEC-202,3979,121,1,5,22,221.64222769251387,9,92.95945193607847,1,Excellent instructor with clear examples.,0
715,9,AUT-101,3645,448,2,5,25,174.96617992522425,1,73.3771924846883,3,Needs more hands-on practice.,0
716,1,MECH-303,3281,313,5,1,15,207.85759353954742,2,70.21100219466081,2,The class was engaging and clear.,2
717,4,AUT-101,3649,270,5,4,17,139.31523430251735,2,72.474138105054,2,Too fast-paced and hard to follow.,2
718,9,ELEC-202,1313,422,1,2,16,182.57703134310492,5,98.59622753511675,4,The class was engaging and clear.,0
719,4,AUT-101,3613,153,5,3,14,208.16928524790941,2,92.5133697167962,2,Needs more hands-on practice.,0
720,3,ELEC-202,4083,493,5,3,23,152.42637420321392,4,85.31843859251538,5,Very informative and well-structured.,0
721,9,ELEC-202,3256,397,5,1,8,284.31817388709607,3,64.52394796116273,2,Very informative and well-structured.,0
722,2,MECH-303,2997,419,2,2,27,168.12880435596364,2,58.25864997592239,2,Too fast-paced and hard to follow.,1
723,4,ELEC-202,2037,225,1,2,19,268.9208394007953,7,96.07168145122267,2,Excellent instructor with clear examples.,2
724,6,ELEC-202,2656,376,5,1,23,191.60972276267668,9,71.15377613982415,3,The class was engaging and clear.,1
725,2,MECH-303,4489,303,5,2,16,121.5762216959323,2,63.93778997343146,4,Too fast-paced and hard to follow.,2
726,8,ELEC-202,4508,293,2,4,18,143.15495957021736,5,73.54604132088177,1,Excellent instructor with clear examples.,2
727,8,MECH-303,4448,268,1,1,26,208.80396444656898,6,95.8923711410176,4,The class was engaging and clear.,1
728,1,MECH-303,4091,251,3,4,23,251.6387876279212,6,69.35336566956465,5,Needs more hands-on practice.,2
729,3,ELEC-202,3634,134,2,2,21,288.48885663126816,1,78.13204986240497,3,Very informative and well-structured.,1
730,9,ELEC-202,4983,283,1,1,16,206.41093642966473,2,90.14831505542834,3,Excellent instructor with clear examples.,1
731,5,AUT-101,2778,385,5,2,15,141.13781262527093,9,71.35662655241956,2,The class was engaging and clear.,1
732,6,MECH-303,4806,156,1,1,22,213.92425402723728,9,61.677090096318416,2,Too fast-paced and hard to follow.,1
733,4,AUT-101,2014,321,1,2,23,158.73926633199235,3,99.72628741915167,5,The class was engaging and clear.,2
734,2,ELEC-202,2093,402,1,4,25,219.6095810597276,6,97.82854287260798,3,Too fast-paced and hard to follow.,2
735,8,AUT-101,4895,262,3,4,23,152.92627237972252,1,92.1739584562757,1,Very informative and well-structured.,1
736,6,MECH-303,4282,118,1,2,24,95.52148814150938,2,84.41869396929613,4,Very informative and well-structured.,2
737,5,AUT-101,2124,469,3,1,22,265.8427829809949,6,64.74328140348484,3,The class was engaging and clear.,0
738,9,MECH-303,1697,363,5,3,23,188.6791634327369,6,95.6706469082016,1,The class was engaging and clear.,2
739,1,ELEC-202,3179,381,3,4,22,202.4830166908291,9,63.77783350606144,1,Too fast-paced and hard to follow.,1
740,5,ELEC-202,4694,212,5,4,22,249.83506871197608,2,90.04047473384162,4,Too fast-paced and hard to follow.,0
741,6,MECH-303,2404,426,5,3,28,293.94233546657273,0,95.91290839706531,1,Excellent instructor with clear examples.,1
742,5,ELEC-202,2155,129,3,2,11,236.00403260744784,2,80.15019202149557,5,Excellent instructor with clear examples.,1
743,6,ELEC-202,2043,234,2,1,16,205.15008081018055,4,90.15281089455894,1,Excellent instructor with clear examples.,0
